metabolite_kegg_id,metabolite_name,metabolite_compound_id,gene_id,gene_description,kegg_ko,ec_number,link_via
C00233,4-methyl-2-oxovaleric acid,C18_NEG_0023_4-methyl-2-oxovaleric_acid_negative_M-H129p0557_2p54,g7732.t1,branched-chain-amino-acid transaminase activity,K00826,,KO:K00826->RXN:R01090
C00242,guanine,HILIC_NEG_0061_guanine_negative_M-H150p0421_5p79,g2626.t1,Belongs to the purine pyrimidine phosphoribosyltransferase family,K00760,,KO:K00760->RXN:R01229
C00242,guanine,HILIC_NEG_0061_guanine_negative_M-H150p0421_5p79,g3793.t1,"Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)",K00773,,KO:K00773->RXN:R10209
C00242,guanine,HILIC_NEG_0061_guanine_negative_M-H150p0421_5p79,g4086.t1,"Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis",K03816,,KO:K03816->RXN:R01229
C00242,guanine,HILIC_NEG_0061_guanine_negative_M-H150p0421_5p79,g4734.t1,"Catalytic subunit of the queuine tRNA-ribosyltransferase (TGT) that catalyzes the base-exchange of a guanine (G) residue with queuine (Q) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis- dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7-deazaguanosine). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming queuine, allowing a nucleophilic attack on the C1' of the ribose to form the product",K00773,,KO:K00773->RXN:R10209
C00242,guanine,HILIC_NEG_0061_guanine_negative_M-H150p0421_5p79,g6155.t1,tRNA-guanine transglycosylation,K00773,,KO:K00773->RXN:R10209
C00243,lactose,HILIC_POS_0090_lactose_positive_M+Na365p1054_13p86,g378.t1,"UDP-Gal betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",K07967,,KO:K07967->RXN:R00503
C00243,lactose,HILIC_POS_0090_lactose_positive_M+Na365p1054_13p86,g6775.t1,beta-galactosidase Bga35B,,3.2.1.23,EC:3.2.1.23->RXN:R01678
C00245,taurine,HILIC_NEG_0090_taurine_negative_M-H124p0074_11p60,g5978.t1,Cysteine sulfinic acid decarboxylase,K01580,,KO:K01580->RXN:R01682
C00245,taurine,HILIC_NEG_0090_taurine_negative_M-H124p0074_11p60,g880.t1,glutathione hydrolase activity,K00681,,KO:K00681->RXN:R01687
C00253,nicotinic acid,HILIC_NEG_0057_nicotinic_acid_negative_M-H122p0247_5p20,g6081.t1,nicotinate,K00763,,KO:K00763->RXN:R01724
C00253,nicotinic acid,HILIC_NEG_0057_nicotinic_acid_negative_M-H122p0247_5p20,g777.t1,to nicotinamidase,K08281,,KO:K08281->RXN:R01268
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g1272.t1,riboflavin kinase FMN,K20884,,KO:K20884->RXN:R00548
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g175.t1,riboflavin,K00793,,KO:K00793->RXN:R00066
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g255.t1,acid phosphatase activity,K01078,,KO:K01078->RXN:R00548
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g2866.t1,Belongs to the ribF family,K11753,,KO:K11753->RXN:R00549
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g3460.t1,riboflavin kinase,K20884,,KO:K20884->RXN:R00548
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g3879.t1,Haloacid dehalogenase-like hydrolase,K20860,,KO:K20860->RXN:R00548
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g4111.t1,non-membrane spanning protein tyrosine phosphatase activity,K14394,,KO:K14394->RXN:R00548
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g4170.t1,"6,7-dimethyl-8-ribityllumazine synthase activity",K00793,,KO:K00793->RXN:R00066
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g4462.t1,acid phosphatase activity,K01078,,KO:K01078->RXN:R00548
C00255,riboflavin,HILIC_NEG_0045_riboflavin_negative_M-H375p1310_4p21,g5078.t1,negative regulation of superoxide anion generation,K14379,,KO:K14379->RXN:R00548
C00257,gluconic acid,HILIC_NEG_0109_gluconic_acid_negative_M-H195p0510_13p97,g5310.t1,magnesium ion transmembrane transporter activity,K01053,,KO:K01053->RXN:R01519
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g1388.t1,protein serine/threonine phosphatase activity,K00015,,KO:K00015->RXN:R01388
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g1695.t1,structural constituent of ribosome,K00015,,KO:K00015->RXN:R01388
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R01752
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g2313.t1,uridine kinase activity,K15918,,KO:K15918->RXN:R01514
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g2823.t1,aldehyde dehydrogenase (NAD) activity,K00128,,KO:K00128->RXN:R01752
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g673.t1,hydroxypyruvate reductase activity,K15893,,KO:K15893->RXN:R01388
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g6935.t1,3hydroxyisobutyrate dehydrogenase,K18121,,KO:K18121->RXN:R01392
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g7165.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R01752
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g8055.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R01752
C00258,glyceric acid,HILIC_NEG_0086_glyceric_acid_negative_M-H105p0193_10p97,g8142.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R01752
C00262,hypoxanthine,HILIC_NEG_0035_hypoxanthine_negative_M-H135p0312_2p92,g1349.t1,Molybdopterin-binding domain of aldehyde dehydrogenase,K00106,,KO:K00106->RXN:R01768
C00262,hypoxanthine,HILIC_NEG_0035_hypoxanthine_negative_M-H135p0312_2p92,g2592.t1,Adenosine/AMP deaminase,K21053,,KO:K21053->RXN:R01244
C00262,hypoxanthine,HILIC_NEG_0035_hypoxanthine_negative_M-H135p0312_2p92,g2626.t1,Belongs to the purine pyrimidine phosphoribosyltransferase family,K00760,,KO:K00760->RXN:R01132
C00263,homoserine,HILIC_NEG_0100_homoserine_negative_M-H118p0510_13p43,g358.t1,homoserine dehydrogenase activity,K12524,,KO:K12524->RXN:R01773
C00263,homoserine,HILIC_NEG_0100_homoserine_negative_M-H118p0510_13p43,g6843.t1,methyltransferase,K00641,,KO:K00641->RXN:R01777
C00263,homoserine,HILIC_NEG_0100_homoserine_negative_M-H118p0510_13p43,g7345.t1,homoserine dehydrogenase activity,K12524,,KO:K12524->RXN:R01773
C00275,mannose 6-phosphoric acid,HILIC_NEG_0134_mannose_6-phosphoric_acid_negative_M-H259p0224_16p75,g217.t1,in the synthesis of the GDP-mannose and dolichol-phosphate-mannose required for a number of critical mannosyl transfer reactions,K17497,,KO:K17497->RXN:R01818
C00275,mannose 6-phosphoric acid,HILIC_NEG_0134_mannose_6-phosphoric_acid_negative_M-H259p0224_16p75,g5004.t1,Belongs to the mannose-6-phosphate isomerase type 1 family,K01809,,KO:K01809->RXN:R01819
C00294,inosine,HILIC_NEG_0055_inosine_negative_M-H267p0735_5p01,g1475.t1,IMP-specific 5'-nucleotidase involved in IMP (inositol monophosphate) degradation,K18550,,KO:K18550->RXN:R01126
C00294,inosine,HILIC_NEG_0055_inosine_negative_M-H267p0735_5p01,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R01126
C00294,inosine,HILIC_NEG_0055_inosine_negative_M-H267p0735_5p01,g2592.t1,Adenosine/AMP deaminase,K01488,,KO:K01488->RXN:R01560
C00294,inosine,HILIC_NEG_0055_inosine_negative_M-H267p0735_5p01,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R01126
C00294,inosine,HILIC_NEG_0055_inosine_negative_M-H267p0735_5p01,g3470.t1,Abhydrolase domain-containing protein 2,K19572,,KO:K19572->RXN:R01560
C00294,inosine,HILIC_NEG_0055_inosine_negative_M-H267p0735_5p01,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R01126
C00295,orotic acid,HILIC_NEG_0071_orotic_acid_negative_M-H155p0098_7p29,g1470.t1,dihydroorotate dehydrogenase activity,K00254,,KO:K00254->RXN:R01868
C00295,orotic acid,HILIC_NEG_0071_orotic_acid_negative_M-H155p0098_7p29,g338.t1,Orotidine 5'-phosphate decarboxylase / HUMPS family,K13421,,KO:K13421->RXN:R01870
C00299,uridine,HILIC_NEG_0029_uridine_negative_M-H243p0623_2p73,g1932.t1,uridine biosynthetic process,K01489,,KO:K01489->RXN:R01878
C00299,uridine,HILIC_NEG_0029_uridine_negative_M-H243p0623_2p73,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R00963
C00299,uridine,HILIC_NEG_0029_uridine_negative_M-H243p0623_2p73,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R00963
C00299,uridine,HILIC_NEG_0029_uridine_negative_M-H243p0623_2p73,g3028.t1,Belongs to the uridine kinase family,K00876,,KO:K00876->RXN:R00968
C00299,uridine,HILIC_NEG_0029_uridine_negative_M-H243p0623_2p73,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R00963
C00307,cytidine 5'-diphosphocholine,HILIC_POS_0131_cytidine_5diphosphocholine_positive_M489p1146_16p69,g5598.t1,Calcineurin-like phosphoesterase,,3.6.1.53,EC:3.6.1.53->RXN:R09538
C00307,cytidine 5'-diphosphocholine,HILIC_POS_0131_cytidine_5diphosphocholine_positive_M489p1146_16p69,g6731.t1,Manganese-dependent ADP-ribose CDP-alcohol,,3.6.1.53,EC:3.6.1.53->RXN:R09538
C00307,cytidine 5'-diphosphocholine,HILIC_POS_0131_cytidine_5diphosphocholine_positive_M489p1146_16p69,g8103.t1,Manganese-dependent ADP-ribose CDP-alcohol,,3.6.1.53,EC:3.6.1.53->RXN:R09538
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g1104.t1,Pyridoxamine 5'-phosphate oxidase,K00275,,KO:K00275->RXN:R01711
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g1115.t1,pyridoxamine-phosphate oxidase activity,K00275,,KO:K00275->RXN:R01711
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g1958.t1,Aldo/keto reductase family,K05275,,KO:K05275->RXN:R01708
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g3238.t1,Pyridoxal,K00868,,KO:K00868->RXN:R01909
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g3299.t1,Inorganic pyrophosphatase,K13248,,KO:K13248->RXN:R01911
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g4042.t1,"FMN-dependent enzyme, alr4036 family",K00275,,KO:K00275->RXN:R01711
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g530.t1,Pyridoxal,K00868,,KO:K00868->RXN:R01909
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g540.t1,GTP binding,K00275,,KO:K00275->RXN:R01711
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g6613.t1,pyridoxal 5'-phosphate salvage,K00868,,KO:K00868->RXN:R01909
C00314,pyridoxine,HILIC_NEG_0018_pyridoxine_negative_M-H168p0666_2p09,g698.t1,pyridoxamine 5'-phosphate oxidase-related FMN-binding,K00275,,KO:K00275->RXN:R01711
C00318,carnitine,HILIC_POS_0077_carnitine_positive_M162p1125_12p78,g4346.t1,AMP-binding enzyme C-terminal domain,K02182,,KO:K02182->RXN:R11632
C00327,citrulline,HILIC_NEG_0114_citrulline_negative_M-H174p0884_14p73,g1476.t1,"NO-associated protein 1, chloroplastic",K13427,,KO:K13427->RXN:R00557
C00327,citrulline,HILIC_NEG_0114_citrulline_negative_M-H174p0884_14p73,g2138.t1,Amidinotransferase,,3.5.3.18,EC:3.5.3.18->RXN:R02513
C00327,citrulline,HILIC_NEG_0114_citrulline_negative_M-H174p0884_14p73,g4415.t1,ornithine carbamoyltransferase activity,K00611,,KO:K00611->RXN:R01398
C00327,citrulline,HILIC_NEG_0114_citrulline_negative_M-H174p0884_14p73,g540.t1,GTP binding,K13427,,KO:K13427->RXN:R00557
C00327,citrulline,HILIC_NEG_0114_citrulline_negative_M-H174p0884_14p73,g569.t1,"NO-associated protein 1, chloroplastic",K13427,,KO:K13427->RXN:R00557
C00327,citrulline,HILIC_NEG_0114_citrulline_negative_M-H174p0884_14p73,g7324.t1,argininosuccinate synthase activity,K01940,,KO:K01940->RXN:R01954
C00327,citrulline,HILIC_NEG_0114_citrulline_negative_M-H174p0884_14p73,g7530.t1,peptidase activity,K01438,,KO:K01438->RXN:R09107
C00330,2'-deoxyguanosine,HILIC_NEG_0065_2deoxyguanosine_negative_M-H266p0895_6p36,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R01968
C00330,2'-deoxyguanosine,HILIC_NEG_0065_2deoxyguanosine_negative_M-H266p0895_6p36,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R01968
C00330,2'-deoxyguanosine,HILIC_NEG_0065_2deoxyguanosine_negative_M-H266p0895_6p36,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R01968
C00330,2'-deoxyguanosine,HILIC_NEG_0065_2deoxyguanosine_negative_M-H266p0895_6p36,g7009.t1,HD domain,K07023,,KO:K07023->RXN:R01968
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g1575.t1,4-aminobutyrate:2-oxoglutarate transaminase activity,K13524,,KO:K13524->RXN:R01648
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R01986
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g2823.t1,aldehyde dehydrogenase (NAD) activity,K00128,,KO:K00128->RXN:R01986
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g3188.t1,CoA carboxylase activity,K14755,,KO:K14755->RXN:R01991
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g4666.t1,ATP-grasp domain,K14755,,KO:K14755->RXN:R01991
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g5978.t1,Cysteine sulfinic acid decarboxylase,K01580,,KO:K01580->RXN:R00261
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g6082.t1,alanylglutamate dipeptidase activity,K08660,,KO:K08660->RXN:R01992
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g7165.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R01986
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g8055.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R01986
C00334,4-aminobutanoic acid,HILIC_NEG_0108_4-aminobutanoic_acid_negative_M-H102p0560_13p96,g8142.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R01986
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g1780.t1,Belongs to the LOG family,K06966,,KO:K06966->RXN:R12956
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g2455.t1,8-oxo-dGTP phosphohydrolase activity,K01510,,KO:K01510->RXN:R02092
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R01569
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R01569
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g5016.t1,O-methyltransferase-like,K06287,,KO:K06287->RXN:R11323
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R01569
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g6942.t1,Bifunctional enzyme. Involved in de novo dTMP biosynthesis. Key enzyme in folate metabolism,K13998,,KO:K13998->RXN:R02101
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g7009.t1,HD domain,K07023,,KO:K07023->RXN:R01569
C00364,thymidine 5'-monophosphoric acid,HILIC_NEG_0101_thymidine_5monophosphoric_acid_negative_M-H321p0493_13p57,g7669.t1,Belongs to the GDA1 CD39 NTPase family,K14641,,KO:K14641->RXN:R02092
C00378,thiamine,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,g255.t1,acid phosphatase activity,K01078,,KO:K01078->RXN:R02135
C00378,thiamine,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,g3857.t1,Belongs to the thiamine pyrophosphokinase family,K00949,,KO:K00949->RXN:R00619
C00378,thiamine,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,g4111.t1,non-membrane spanning protein tyrosine phosphatase activity,K14394,,KO:K14394->RXN:R02135
C00378,thiamine,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,g4462.t1,acid phosphatase activity,K01078,,KO:K01078->RXN:R02135
C00378,thiamine,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,g5078.t1,negative regulation of superoxide anion generation,,3.1.3.2,EC:3.1.3.2->RXN:R02135
C00378,thiamine,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,g5427.t1,8-oxo-dGDP phosphatase activity,K00949,,KO:K00949->RXN:R00619
C00378,thiamine,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,g7260.t1,"Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway",K03707,,KO:K03707->RXN:R02133
C00380,cytosine,HILIC_POS_0032_cytosine_positive_M+H112p0505_4p46,g1780.t1,Belongs to the LOG family,K06966,,KO:K06966->RXN:R00510
C00380,cytosine,HILIC_POS_0032_cytosine_positive_M+H112p0505_4p46,g2093.t1,deaminase activity,K01485,,KO:K01485->RXN:R00974
C00383,malonic acid,HILIC_NEG_0048_malonic_acid_negative_M-H103p0037_4p52,g7842.t1,acyl-CoA synthetase family member 3,K18660,,KO:K18660->RXN:R12300
C00383,malonic acid,HILIC_NEG_0048_malonic_acid_negative_M-H103p0037_4p52,g7880.t1,acyl-CoA synthetase family member 3,K18660,,KO:K18660->RXN:R12300
C00383,malonic acid,HILIC_NEG_0048_malonic_acid_negative_M-H103p0037_4p52,g8084.t1,acyl-CoA synthetase family member 3,K18660,,KO:K18660->RXN:R12300
C00385,xanthine,HILIC_NEG_0026_xanthine_negative_M-H151p0262_2p58,g1349.t1,Molybdopterin-binding domain of aldehyde dehydrogenase,K00106,,KO:K00106->RXN:R01768
C00385,xanthine,HILIC_NEG_0026_xanthine_negative_M-H151p0262_2p58,g2626.t1,Belongs to the purine pyrimidine phosphoribosyltransferase family,K00760,,KO:K00760->RXN:R02142
C00385,xanthine,HILIC_NEG_0026_xanthine_negative_M-H151p0262_2p58,g4086.t1,"Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis",K03816,,KO:K03816->RXN:R02142
C00386,carnosine,HILIC_NEG_0135_carnosine_negative_M-H225p0993_16p77,g3188.t1,CoA carboxylase activity,K14755,,KO:K14755->RXN:R01164
C00386,carnosine,HILIC_NEG_0135_carnosine_negative_M-H225p0993_16p77,g4666.t1,ATP-grasp domain,K14755,,KO:K14755->RXN:R01164
C00386,carnosine,HILIC_NEG_0135_carnosine_negative_M-H225p0993_16p77,g6082.t1,alanylglutamate dipeptidase activity,K08660,,KO:K08660->RXN:R01166
C00386,carnosine,HILIC_NEG_0135_carnosine_negative_M-H225p0993_16p77,g6950.t1,Chromosome 9 open reading frame 41,K19787,,KO:K19787->RXN:R02144
C00387,guanosine,HILIC_NEG_0075_guanosine_negative_M-H282p0844_7p99,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R01227
C00387,guanosine,HILIC_NEG_0075_guanosine_negative_M-H282p0844_7p99,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R01227
C00387,guanosine,HILIC_NEG_0075_guanosine_negative_M-H282p0844_7p99,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R01227
C00407,isoleucine,HILIC_NEG_0080_isoleucine_negative_M-H130p0873_9p11,g2088.t1,"amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)",K01870,,KO:K01870->RXN:R03656
C00407,isoleucine,HILIC_NEG_0080_isoleucine_negative_M-H130p0873_9p11,g3617.t1,Belongs to the class-I aminoacyl-tRNA synthetase family,K01870,,KO:K01870->RXN:R03656
C00407,isoleucine,HILIC_NEG_0080_isoleucine_negative_M-H130p0873_9p11,g5946.t1,mRNA transport,K01870,,KO:K01870->RXN:R03656
C00407,isoleucine,HILIC_NEG_0080_isoleucine_negative_M-H130p0873_9p11,g7732.t1,branched-chain-amino-acid transaminase activity,K00826,,KO:K00826->RXN:R02199
C00446,alpha-galactose 1-phosphoric acid,HILIC_NEG_0131_alpha-galactose_1-phosphoric_acid_negative_M-H259p0224_16p34,g1461.t1,galactokinase activity,K00849,,KO:K00849->RXN:R01092
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g1475.t1,IMP-specific 5'-nucleotidase involved in IMP (inositol monophosphate) degradation,K18550,,KO:K18550->RXN:R02323
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g1477.t1,nucleotidase activity,K18551,,KO:K18551->RXN:R02323
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R02323
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R02323
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g2768.t1,Belongs to the eukaryotic NMN adenylyltransferase family,K06210,,KO:K06210->RXN:R00137
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g288.t1,Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD),K00969,,KO:K00969->RXN:R00137
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g3834.t1,DNA ligase,K10747,,KO:K10747->RXN:R00382
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g4034.t1,DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA,K01972,,KO:K01972->RXN:R00382
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g4452.t1,NAD+ diphosphatase activity,K03426,,KO:K03426->RXN:R00103
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g6398.t1,DNA ligase,K10747,,KO:K10747->RXN:R00382
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g6806.t1,DNA ligase (ATP) activity,K10747,,KO:K10747->RXN:R00382
C00455,nicotinamide mononucleotide,HILIC_POS_0121_nicotinamide_mononucleotide_positive_M335p0639_15p76,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R02323
C00475,cytidine,HILIC_NEG_0066_cytidine_negative_M-H242p0782_6p42,g1932.t1,uridine biosynthetic process,K01489,,KO:K01489->RXN:R01878
C00475,cytidine,HILIC_NEG_0066_cytidine_negative_M-H242p0782_6p42,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R02370
C00475,cytidine,HILIC_NEG_0066_cytidine_negative_M-H242p0782_6p42,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R00511
C00475,cytidine,HILIC_NEG_0066_cytidine_negative_M-H242p0782_6p42,g3028.t1,Belongs to the uridine kinase family,K00876,,KO:K00876->RXN:R00513
C00475,cytidine,HILIC_NEG_0066_cytidine_negative_M-H242p0782_6p42,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R00511
