metabolite_kegg_id,metabolite_name,metabolite_compound_id,gene_id,gene_description,kegg_ko,ec_number,link_via
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g750.t1,Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate,K01007,,KO:K01007->RXN:R00199
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7567.t1,Tyrosyl-Trna Synthetase,K01866,,KO:K01866->RXN:R02918
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7585.t1,adenylate kinase activity,K00939,,KO:K00939->RXN:R00127
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g76.t1,tyrosine-tRNA ligase activity,K01866,,KO:K01866->RXN:R02918
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7631.t1,tRNA binding,K01886,,KO:K01886->RXN:R03652
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7649.t1,decanoate-CoA ligase activity,K01897,,KO:K01897->RXN:R01280
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7669.t1,Belongs to the GDA1 CD39 NTPase family,K14641,,KO:K14641->RXN:R00122
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7680.t1,Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein,,2.7.1.180,EC:2.7.1.180->RXN:R10613
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7715.t1,ribose phosphate diphosphokinase activity,K00948,,KO:K00948->RXN:R01049
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7842.t1,acyl-CoA synthetase family member 3,K18660,,KO:K18660->RXN:R12300
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7865.t1,adenylate kinase activity,K00939,,KO:K00939->RXN:R00127
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7880.t1,acyl-CoA synthetase family member 3,K18660,,KO:K18660->RXN:R12300
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7901.t1,adenylate kinase activity,K00939,,KO:K00939->RXN:R00127
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g7988.t1,protein disulfide oxidoreductase activity,K05907,,KO:K05907->RXN:R05717
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g8025.t1,methionyl-tRNA aminoacylation,K01874,,KO:K01874->RXN:R04773
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g807.t1,molybdopterin molybdotransferase activity,K15376,,KO:K15376->RXN:R09735
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g8084.t1,acyl-CoA synthetase family member 3,K18660,,KO:K18660->RXN:R12300
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g809.t1,HD domain containing 3,K00951,,KO:K00951->RXN:R00429
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g8103.t1,Manganese-dependent ADP-ribose CDP-alcohol,K01517,,KO:K01517->RXN:R01054
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g8152.t1,Phosphopantothenate-cysteine ligase,K01922,,KO:K01922->RXN:R04230
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g847.t1,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity,K01869,,KO:K01869->RXN:R03657
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g850.t1,Belongs to the class-II aminoacyl-tRNA synthetase family,K04567,,KO:K04567->RXN:R03658
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g855.t1,Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,K01918,,KO:K01918->RXN:R02473
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g872.t1,Asparagine synthase,K01953,,KO:K01953->RXN:R00578
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g967.t1,termination of mitochondrial transcription,K01883,,KO:K01883->RXN:R03650
C00020,adenosine 5'-monophosphoric acid,HILIC_NEG_0118_adenosine_5monophosphoric_acid_negative_M-H346p0558_15p01,g968.t1,endoribonuclease L-PSP,K06927,,KO:K06927->RXN:R03613
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1022.t1,Ribosomal RNA adenine dimethylases,K02528,,KO:K02528->RXN:R10716
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g108.t1,"Specifically methylates the N1 position of guanosine-37 in various cytoplasmic and mitochondrial tRNAs. Methylation is not dependent on the nature of the nucleoside 5' of the target nucleoside. This is the first step in the biosynthesis of wybutosine (yW), a modified base adjacent to the anticodon of tRNAs and required for accurate decoding",K15429,,KO:K15429->RXN:R00597
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g122.t1,O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway,K00568,,KO:K00568->RXN:R12657
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g133.t1,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,,2.1.1.33,EC:2.1.1.33->RXN:R00600
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g137.t1,peptidyl-lysine monomethylation,K00592,,KO:K00592->RXN:R05179
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1383.t1,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",K11422,,KO:K11422->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1435.t1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT),,2.1.1.137,EC:2.1.1.137->RXN:R12919
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1452.t1,Catalyzes the hydrolytic cleavage of a carbon-halogen bond in N-ethylammeline,K12960,,KO:K12960->RXN:R00193
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1555.t1,Hypothetical methyltransferase,,2.1.1.287,EC:2.1.1.287->RXN:R10497
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1804.t1,MAP kinase activity,K11430,,KO:K11430->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1829.t1,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,,2.1.1.33,EC:2.1.1.33->RXN:R00600
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1897.t1,Methyltransferase domain,K00599,,KO:K00599->RXN:R03955
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g1975.t1,peptidyl-lysine monomethylation,K00565,,KO:K00565->RXN:R03805
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g198.t1,Tetrapyrrole (Corrin/Porphyrin) Methylases,K00586,,KO:K00586->RXN:R11165
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2094.t1,catechol-O-methyltransferase b,K00545,,KO:K00545->RXN:R02534
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2133.t1,Catalyzes the 2'-O methylation of guanosine at position 18 in tRNA,,2.1.1.34,EC:2.1.1.34->RXN:R02917
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2171.t1,histone H3-K36 methylation,K11423,,KO:K11423->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2186.t1,protein polyubiquitination,,2.1.1.297,EC:2.1.1.297->RXN:R10806
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2317.t1,Homocysteine S-methyltransferase,K00547,,KO:K00547->RXN:R00650
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2518.t1,FAD biosynthetic process,K15429,,KO:K15429->RXN:R00597
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2703.t1,S-methyl-5-thioadenosine phosphorylase activity,K12960,,KO:K12960->RXN:R00193
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g2773.t1,Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family,K18534,,KO:K18534->RXN:R10709
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g294.t1,mRNA (guanine-N7-)-methyltransferase activity,K00565,,KO:K00565->RXN:R03805
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g295.t1,Pfam:Methyltransf_26,,2.1.1.297,EC:2.1.1.297->RXN:R10806
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3060.t1,Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family,K11436,,KO:K11436->RXN:R11216
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3164.t1,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,K00587,,KO:K00587->RXN:R04496
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3189.t1,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,,2.1.1.33,EC:2.1.1.33->RXN:R00600
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g324.t1,thiol methyltransferase,,2.1.1.165,EC:2.1.1.165->RXN:R09523
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3318.t1,MAP kinase activity,K11430,,KO:K11430->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3337.t1,phosphatidylethanolamine N-methyltransferase activity,K16369,,KO:K16369->RXN:R02056
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3363.t1,Trm2 tRNA methyltransferase 2 homolog A (S. cerevisiae),,2.1.1.35,EC:2.1.1.35->RXN:R00594
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3623.t1,SpoU rRNA Methylase family,,2.1.1.34,EC:2.1.1.34->RXN:R02917
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3686.t1,Nuclear receptor binding SET domain protein 2,K15588,,KO:K15588->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g377.t1,chromosome organization,K09189,,KO:K09189->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g3799.t1,histone-lysine N-methyltransferase activity,K11422,,KO:K11422->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g4287.t1,adenosylhomocysteinase activity,K01251,,KO:K01251->RXN:R00192
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g4362.t1,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity",K06127,,KO:K06127->RXN:R09737
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g4520.t1,N6-isopentenyladenosine methylthiotransferase activity,K14441,,KO:K14441->RXN:R10652
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g4552.t1,sterol 24-C-methyltransferase activity,K00559,,KO:K00559->RXN:R04427
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g4635.t1,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,,1.16.1.8,EC:1.16.1.8->RXN:R05182
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g468.t1,"Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2- polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol (DMQH2)",K03183,,KO:K03183->RXN:R09737
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g4798.t1,S-adenosyl-L-methionine-dependent protein-arginine N- methyltransferase that methylates the delta-nitrogen atom of arginine residues to form N5-methylarginine (type IV) in target proteins. Monomethylates ribosomal protein L12,K18477,,KO:K18477->RXN:R11221
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g4872.t1,phosphatidylethanolamine N-methyltransferase activity,K00551,,KO:K00551->RXN:R03424
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5120.t1,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity",K12502,,KO:K12502->RXN:R10709
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5171.t1,Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits,K02528,,KO:K02528->RXN:R10716
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5174.t1,rRNA methyltransferase,,2.1.1.34,EC:2.1.1.34->RXN:R02917
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5178.t1,pyruvate dehydrogenase (acetyl-transferring) activity,K09189,,KO:K09189->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5261.t1,Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family,K14191,,KO:K14191->RXN:R10716
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5263.t1,May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins,K19737,,KO:K19737->RXN:R11216
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5286.t1,Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family,K11434,,KO:K11434->RXN:R11216
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5307.t1,Belongs to the precorrin methyltransferase family,K02303,,KO:K02303->RXN:R03194
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5425.t1,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,,2.1.1.33,EC:2.1.1.33->RXN:R00600
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5657.t1,Histone-lysine N-methyltransferase,K15588,,KO:K15588->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5871.t1,Pfam:Methyltransf_26,,2.1.1.297,EC:2.1.1.297->RXN:R10806
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5872.t1,mRNA (guanine-N7-)-methyltransferase activity,K00565,,KO:K00565->RXN:R03805
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g5893.t1,Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family,,2.1.1.202,EC:2.1.1.202->RXN:R00595
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g6114.t1,Rubisco LSMT substrate-binding,K00592,,KO:K00592->RXN:R05179
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g6227.t1,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity. It is involved in the biological process described with cellular protein modification process,,2.1.1.77,EC:2.1.1.77->RXN:R04190
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g6428.t1,translation initiation factor activity,K11419,,KO:K11419->RXN:R04867
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g6523.t1,Belongs to the class I-like SAM-binding methyltransferase superfamily,K02516,,KO:K02516->RXN:R11216
C00021,S-(5'-adenosyl)-homocysteine,HILIC_NEG_0110_S5adenosylhomocysteine_negative_M-H383p1143_14p03,g6525.t1,hemK methyltransferase family member 1,K02493,,KO:K02493->RXN:R10806
